branch, request_datetime, request_index, request_user_id, rice, soup, salad, main_dish, total_price
国分寺支店, 2023-09-15 02:05:36, 2, M4278949801966343, 白米 大, コンソメスープ, チキンのサラダ, 煮込みハンバーグ, 1350.00
国分寺支店, 2023-09-15 15:09:30, 1, M2200771142129264, 白米 大, 豚汁, ワカメのサラダ, 煮込みハンバーグ, 1350.00
国分寺支店, 2023-09-16 00:07:40, 3, M3764404782998205, 白米 小, コンソメスープ, ワカメのサラダ, 煮込みハンバーグ, 1150.00
国分寺支店, 2023-09-16 04:50:37, 1, M4568983376934970, 白米 大, コンソメスープ, ほうれん草のごま和え, 豚の生姜焼き, 1050.00
国分寺支店, 2023-09-16 12:24:17, 2, M1625021197653150, 白米 小, 豆腐の味噌汁, ワカメのサラダ, 煮込みハンバーグ, 1150.00
国分寺支店, 2023-09-17 01:47:14, 5, M0843459659404481, 白米 小, コンソメスープ, ワカメのサラダ, 煮込みハンバーグ, 1150.00
国分寺支店, 2023-09-17 04:40:35, 2, M5817770820243514, 白米 大, コンソメスープ, ワカメのサラダ, 鯖の塩焼き, 1250.00
国分寺支店, 2023-09-17 09:11:11, 1, M8149505322780065, 白米 大, コンソメスープ, ほうれん草のごま和え, 鯖の塩焼き, 1150.00
国分寺支店, 2023-09-17 15:20:08, 4, M8144139671491198, 白米 小, コンソメスープ, チキンのサラダ, 鯖の塩焼き, 1250.00
国分寺支店, 2023-09-17 16:38:45, 3, M2258555050055487, 白米 大, 豆腐の味噌汁, ワカメのサラダ, 豚の生姜焼き, 1150.00
国分寺支店, 2023-09-18 01:59:52, 6, M6465895127921518, 白米 大, 豆腐の味噌汁, ほうれん草のごま和え, 鯖の塩焼き, 1150.00
国分寺支店, 2023-09-18 02:51:54, 4, M3735522060612831, 白米 中, 豆腐の味噌汁, ほうれん草のごま和え, 豚の生姜焼き, 1000.00
国分寺支店, 2023-09-18 05:20:16, 8, M4645952510156222, 白米 小, 豚汁, ワカメのサラダ, 煮込みハンバーグ, 1250.00
国分寺支店, 2023-09-18 09:19:39, 5, M0851225857326843, 白米 小, コンソメスープ, ワカメのサラダ, 煮込みハンバーグ, 1150.00
国分寺支店, 2023-09-18 16:26:31, 1, S0000000000000003, 白米 小, 豆腐の味噌汁, ほうれん草のごま和え, 豚の生姜焼き, 950.00
国分寺支店, 2023-09-18 17:15:23, 7, M3493785522067783, 白米 大, コンソメスープ, ほうれん草のごま和え, 鯖の塩焼き, 1150.00
国分寺支店, 2023-09-18 19:02:27, 3, M4645952510156222, 白米 小, 豆腐の味噌汁, ワカメのサラダ, 豚の生姜焼き, 1050.00
国分寺支店, 2023-09-18 23:01:19, 2, M6946100159144972, 白米 大, 豚汁, ほうれん草のごま和え, 鯖の塩焼き, 1250.00
国分寺支店, 2023-09-19 00:56:33, 5, M7370167089130370, 白米 小, 豚汁, ほうれん草のごま和え, 鯖の塩焼き, 1150.00
国分寺支店, 2023-09-19 09:48:38, 3, M1924759056945548, 白米 小, コンソメスープ, ワカメのサラダ, 煮込みハンバーグ, 1150.00
国分寺支店, 2023-09-19 10:48:43, 6, M9504559070091234, 白米 大, 豚汁, ワカメのサラダ, 鯖の塩焼き, 1350.00
国分寺支店, 2023-09-19 14:59:12, 1, M1829498371518666, 白米 小, コンソメスープ, ワカメのサラダ, 鯖の塩焼き, 1150.00
国分寺支店, 2023-09-19 15:49:34, 4, M7430233742301789, 白米 大, 豚汁, チキンのサラダ, 煮込みハンバーグ, 1450.00
国分寺支店, 2023-09-19 19:17:06, 2, M4278949801966343, 白米 中, コンソメスープ, ワカメのサラダ, 煮込みハンバーグ, 1200.00
国分寺支店, 2023-09-20 06:41:13, 7, M1729158841742835, 白米 小, 豆腐の味噌汁, ワカメのサラダ, 鯖の塩焼き, 1150.00
国分寺支店, 2023-09-20 07:20:57, 5, M3735522060612831, 白米 大, 豚汁, ワカメのサラダ, 鯖の塩焼き, 1350.00
国分寺支店, 2023-09-20 09:58:47, 6, M1433940504496971, 白米 大, 豆腐の味噌汁, ワカメのサラダ, 煮込みハンバーグ, 1250.00
国分寺支店, 2023-09-20 15:15:40, 4, M1525342523725107, 白米 小, 豚汁, ワカメのサラダ, 鯖の塩焼き, 1250.00
国分寺支店, 2023-09-20 16:33:33, 1, M1433940504496971, 白米 大, コンソメスープ, ワカメのサラダ, 豚の生姜焼き, 1150.00
国分寺支店, 2023-09-20 21:49:49, 2, M2662121413642089, 白米 大, 豆腐の味噌汁, ほうれん草のごま和え, 鯖の塩焼き, 1150.00
国分寺支店, 2023-09-20 22:55:56, 3, M1729158841742835, 白米 中, 豆腐の味噌汁, ワカメのサラダ, 鯖の塩焼き, 1200.00
国分寺支店, 2023-09-21 04:11:18, 1, M6914664961212078, 白米 中, 豆腐の味噌汁, ほうれん草のごま和え, 鯖の塩焼き, 1100.00
国分寺支店, 2023-09-21 08:08:03, 2, M1525342523725107, 白米 中, 豆腐の味噌汁, ワカメのサラダ, 豚の生姜焼き, 1100.00
国分寺支店, 2023-09-21 15:13:10, 4, M0843459659404481, 白米 中, コンソメスープ, ほうれん草のごま和え, 煮込みハンバーグ, 1100.00
国分寺支店, 2023-09-21 18:41:38, 3, M7437876502906606, 白米 中, 豚汁, チキンのサラダ, 鯖の塩焼き, 1400.00
国分寺支店, 2023-09-22 00:13:22, 7, M6228272594003321, 白米 小, 豆腐の味噌汁, ほうれん草のごま和え, 鯖の塩焼き, 1050.00
国分寺支店, 2023-09-22 00:31:39, 10, M4568983376934970, 白米 中, 豆腐の味噌汁, チキンのサラダ, 豚の生姜焼き, 1200.00
国分寺支店, 2023-09-22 01:04:12, 4, M1369199066252452, 白米 中, コンソメスープ, チキンのサラダ, 煮込みハンバーグ, 1300.00
国分寺支店, 2023-09-22 01:07:05, 3, M6946100159144972, 白米 中, コンソメスープ, ほうれん草のごま和え, 豚の生姜焼き, 1000.00
国分寺支店, 2023-09-22 05:02:44, 8, S0000000000000002, 白米 大, 豆腐の味噌汁, ワカメのサラダ, 豚の生姜焼き, 1150.00
国分寺支店, 2023-09-22 06:23:53, 9, M1525342523725107, 白米 小, 豆腐の味噌汁, ワカメのサラダ, 煮込みハンバーグ, 1150.00
国分寺支店, 2023-09-22 08:40:08, 5, S0000000000000002, 白米 大, 豆腐の味噌汁, チキンのサラダ, 煮込みハンバーグ, 1350.00
国分寺支店, 2023-09-22 14:35:04, 2, M9930629525646188, 白米 大, 豚汁, ワカメのサラダ, 煮込みハンバーグ, 1350.00
国分寺支店, 2023-09-22 15:32:15, 6, M5268818685297836, 白米 中, 豚汁, ほうれん草のごま和え, 豚の生姜焼き, 1100.00
国分寺支店, 2023-09-22 21:07:23, 1, M9381581091106318, 白米 大, 豚汁, チキンのサラダ, 鯖の塩焼き, 1450.00
国分寺支店, 2023-09-22 21:18:47, 11, M8328439552959735, 白米 大, コンソメスープ, ほうれん草のごま和え, 煮込みハンバーグ, 1150.00
国分寺支店, 2023-09-23 00:32:15, 5, S0000000000000003, 白米 小, 豆腐の味噌汁, ほうれん草のごま和え, 豚の生姜焼き, 950.00
国分寺支店, 2023-09-23 01:14:17, 3, M9930629525646188, 白米 小, 豆腐の味噌汁, チキンのサラダ, 煮込みハンバーグ, 1250.00
国分寺支店, 2023-09-23 11:45:12, 4, M9366523864385044, 白米 大, 豆腐の味噌汁, ワカメのサラダ, 鯖の塩焼き, 1250.00
国分寺支店, 2023-09-23 13:46:55, 2, M1369199066252452, 白米 中, 豆腐の味噌汁, ほうれん草のごま和え, 煮込みハンバーグ, 1100.00
国分寺支店, 2023-09-23 18:15:56, 1, M0826029812379894, 白米 中, 豚汁, チキンのサラダ, 豚の生姜焼き, 1300.00
国分寺支店, 2023-09-24 04:08:07, 6, M5268818685297836, 白米 中, 豆腐の味噌汁, ワカメのサラダ, 豚の生姜焼き, 1100.00
国分寺支店, 2023-09-24 07:31:22, 5, M0826029812379894, 白米 小, コンソメスープ, ほうれん草のごま和え, 豚の生姜焼き, 950.00
国分寺支店, 2023-09-24 11:02:41, 2, M7370167089130370, 白米 中, 豆腐の味噌汁, ワカメのサラダ, 豚の生姜焼き, 1100.00
国分寺支店, 2023-09-24 13:28:30, 7, M8149505322780065, 白米 小, コンソメスープ, チキンのサラダ, 煮込みハンバーグ, 1250.00
国分寺支店, 2023-09-24 13:29:16, 3, M2785702558166011, 白米 中, コンソメスープ, チキンのサラダ, 煮込みハンバーグ, 1300.00
国分寺支店, 2023-09-24 16:35:41, 4, M6638017527164450, 白米 大, 豚汁, ワカメのサラダ, 豚の生姜焼き, 1250.00
国分寺支店, 2023-09-24 23:03:25, 1, M6228272594003321, 白米 小, 豚汁, チキンのサラダ, 鯖の塩焼き, 1350.00
国分寺支店, 2023-09-25 04:31:38, 5, M1525342523725107, 白米 中, 豚汁, ワカメのサラダ, 煮込みハンバーグ, 1300.00
国分寺支店, 2023-09-25 05:36:28, 1, S0000000000000003, 白米 小, コンソメスープ, チキンのサラダ, 煮込みハンバーグ, 1250.00
国分寺支店, 2023-09-25 07:14:32, 4, M6971647925012343, 白米 小, 豆腐の味噌汁, ワカメのサラダ, 豚の生姜焼き, 1050.00
国分寺支店, 2023-09-25 08:48:15, 2, M1625021197653150, 白米 小, 豆腐の味噌汁, ワカメのサラダ, 豚の生姜焼き, 1050.00
国分寺支店, 2023-09-25 10:26:23, 6, M4568983376934970, 白米 小, コンソメスープ, ほうれん草のごま和え, 煮込みハンバーグ, 1050.00
国分寺支店, 2023-09-25 21:50:11, 3, M6439860497461111, 白米 中, コンソメスープ, ほうれん草のごま和え, 豚の生姜焼き, 1000.00
国分寺支店, 2023-09-26 04:57:00, 1, M3674708608484289, 白米 小, コンソメスープ, チキンのサラダ, 鯖の塩焼き, 1250.00
国分寺支店, 2023-09-26 08:38:15, 3, M9381581091106318, 白米 中, 豚汁, ほうれん草のごま和え, 煮込みハンバーグ, 1200.00
国分寺支店, 2023-09-26 18:09:52, 2, M1433940504496971, 白米 小, コンソメスープ, ワカメのサラダ, 豚の生姜焼き, 1050.00
国分寺支店, 2023-09-27 05:23:10, 4, M3674708608484289, 白米 小, コンソメスープ, チキンのサラダ, 鯖の塩焼き, 1250.00
国分寺支店, 2023-09-27 11:21:47, 2, M3493785522067783, 白米 大, コンソメスープ, チキンのサラダ, 鯖の塩焼き, 1350.00
国分寺支店, 2023-09-27 19:51:19, 1, M1981917978916037, 白米 中, 豆腐の味噌汁, ワカメのサラダ, 豚の生姜焼き, 1100.00
国分寺支店, 2023-09-27 21:55:40, 3, M4316471149704861, 白米 小, 豚汁, チキンのサラダ, 煮込みハンバーグ, 1350.00
国分寺支店, 2023-09-27 22:42:32, 5, M1829498371518666, 白米 大, 豚汁, ワカメのサラダ, 煮込みハンバーグ, 1350.00
国分寺支店, 2023-09-28 05:50:17, 1, M6439860497461111, 白米 小, 豚汁, ワカメのサラダ, 鯖の塩焼き, 1250.00
国分寺支店, 2023-09-28 06:17:47, 5, M1525342523725107, 白米 小, 豚汁, ほうれん草のごま和え, 鯖の塩焼き, 1150.00
国分寺支店, 2023-09-28 11:05:15, 4, M5432647983047799, 白米 小, 豚汁, ワカメのサラダ, 豚の生姜焼き, 1150.00
国分寺支店, 2023-09-28 20:21:45, 6, M1692674481452789, 白米 中, コンソメスープ, ワカメのサラダ, 豚の生姜焼き, 1100.00
国分寺支店, 2023-09-28 21:52:58, 3, M0075290594937843, 白米 中, 豚汁, ワカメのサラダ, 豚の生姜焼き, 1200.00
国分寺支店, 2023-09-28 23:43:27, 2, M5432647983047799, 白米 小, 豚汁, チキンのサラダ, 鯖の塩焼き, 1350.00
国分寺支店, 2023-10-01 12:46:05, 1, M9717017308442137, 白米 小, 豆腐の味噌汁, チキンのサラダ, 煮込みハンバーグ, 1250.00
国分寺支店, 2023-10-01 14:17:09, 5, M6363338569666435, 白米 中, 豚汁, ほうれん草のごま和え, 豚の生姜焼き, 1100.00
国分寺支店, 2023-10-01 16:35:34, 2, M9989143822773005, 白米 大, 豚汁, チキンのサラダ, 鯖の塩焼き, 1450.00
国分寺支店, 2023-10-01 20:39:05, 4, M6914664961212078, 白米 小, 豆腐の味噌汁, チキンのサラダ, 煮込みハンバーグ, 1250.00
国分寺支店, 2023-10-01 22:25:56, 3, M1642087007258808, 白米 中, コンソメスープ, チキンのサラダ, 煮込みハンバーグ, 1300.00
国分寺支店, 2023-10-02 08:14:00, 2, M0959979499165585, 白米 小, コンソメスープ, ワカメのサラダ, 豚の生姜焼き, 1050.00
国分寺支店, 2023-10-02 18:46:02, 3, M6737226886016355, 白米 大, 豆腐の味噌汁, チキンのサラダ, 煮込みハンバーグ, 1350.00
国分寺支店, 2023-10-02 19:13:38, 1, M6131631379421215, 白米 大, 豆腐の味噌汁, チキンのサラダ, 煮込みハンバーグ, 1350.00
国分寺支店, 2023-10-03 05:13:01, 2, M4777048940070841, 白米 大, 豚汁, ほうれん草のごま和え, 鯖の塩焼き, 1250.00
国分寺支店, 2023-10-03 20:24:38, 1, M6971647925012343, 白米 大, 豆腐の味噌汁, ほうれん草のごま和え, 煮込みハンバーグ, 1150.00
国分寺支店, 2023-10-04 01:45:57, 3, M1924759056945548, 白米 大, 豚汁, ほうれん草のごま和え, 煮込みハンバーグ, 1250.00
国分寺支店, 2023-10-04 14:41:29, 2, M5524847802574081, 白米 中, コンソメスープ, ワカメのサラダ, 煮込みハンバーグ, 1200.00
国分寺支店, 2023-10-04 16:45:34, 4, M5980822666877486, 白米 大, 豚汁, ワカメのサラダ, 煮込みハンバーグ, 1350.00
国分寺支店, 2023-10-04 18:47:20, 1, M1642087007258808, 白米 小, 豆腐の味噌汁, ほうれん草のごま和え, 煮込みハンバーグ, 1050.00
国分寺支店, 2023-10-05 03:57:07, 1, M5958992545564083, 白米 小, コンソメスープ, チキンのサラダ, 豚の生姜焼き, 1150.00
国分寺支店, 2023-10-05 10:31:42, 3, M0826029812379894, 白米 小, 豆腐の味噌汁, ほうれん草のごま和え, 豚の生姜焼き, 950.00
国分寺支店, 2023-10-05 23:25:44, 2, M6691192990110146, 白米 大, 豚汁, チキンのサラダ, 豚の生姜焼き, 1350.00
国分寺支店, 2023-10-06 07:36:52, 3, M1981917978916037, 白米 大, 豚汁, ほうれん草のごま和え, 煮込みハンバーグ, 1250.00
国分寺支店, 2023-10-06 17:51:29, 4, M4316471149704861, 白米 中, 豚汁, チキンのサラダ, 豚の生姜焼き, 1300.00
国分寺支店, 2023-10-06 20:21:04, 1, M5782613179531962, 白米 大, コンソメスープ, ワカメのサラダ, 鯖の塩焼き, 1250.00
国分寺支店, 2023-10-06 23:45:47, 2, M6363338569666435, 白米 大, 豚汁, ワカメのサラダ, 鯖の塩焼き, 1350.00
国分寺支店, 2023-10-07 16:00:01, 3, M6691192990110146, 白米 小, 豚汁, ほうれん草のごま和え, 豚の生姜焼き, 1050.00
国分寺支店, 2023-10-07 18:06:00, 1, M8880181047927641, 白米 大, 豆腐の味噌汁, ワカメのサラダ, 鯖の塩焼き, 1250.00
国分寺支店, 2023-10-07 19:22:01, 4, M5958992545564083, 白米 中, コンソメスープ, チキンのサラダ, 鯖の塩焼き, 1300.00
国分寺支店, 2023-10-07 19:22:24, 5, M1411197063930241, 白米 小, コンソメスープ, ワカメのサラダ, 煮込みハンバーグ, 1150.00
国分寺支店, 2023-10-07 22:33:31, 2, M1692674481452789, 白米 中, 豚汁, チキンのサラダ, 豚の生姜焼き, 1300.00
国分寺支店, 2023-10-08 01:03:36, 8, M1924759056945548, 白米 小, 豚汁, ほうれん草のごま和え, 煮込みハンバーグ, 1150.00
国分寺支店, 2023-10-08 03:27:08, 2, M1525342523725107, 白米 小, コンソメスープ, ワカメのサラダ, 豚の生姜焼き, 1050.00
国分寺支店, 2023-10-08 04:11:03, 4, M8880181047927641, 白米 中, コンソメスープ, ワカメのサラダ, 煮込みハンバーグ, 1200.00
国分寺支店, 2023-10-08 05:55:20, 1, M3735522060612831, 白米 大, 豚汁, ほうれん草のごま和え, 煮込みハンバーグ, 1250.00
国分寺支店, 2023-10-08 08:43:42, 7, M2455814217437686, 白米 大, 豚汁, ほうれん草のごま和え, 豚の生姜焼き, 1150.00
国分寺支店, 2023-10-08 09:36:28, 5, M5817770820243514, 白米 中, 豆腐の味噌汁, ワカメのサラダ, 鯖の塩焼き, 1200.00
国分寺支店, 2023-10-08 19:58:08, 3, M2998083860683956, 白米 中, 豚汁, チキンのサラダ, 鯖の塩焼き, 1400.00
国分寺支店, 2023-10-08 20:38:47, 6, M5958992545564083, 白米 大, コンソメスープ, ほうれん草のごま和え, 豚の生姜焼き, 1050.00
国分寺支店, 2023-10-09 03:13:54, 6, M7437876502906606, 白米 大, 豚汁, ほうれん草のごま和え, 鯖の塩焼き, 1250.00
国分寺支店, 2023-10-09 05:24:32, 3, M6465895127921518, 白米 中, 豚汁, チキンのサラダ, 豚の生姜焼き, 1300.00
国分寺支店, 2023-10-09 05:41:59, 8, S0000000000000001, 白米 小, コンソメスープ, ワカメのサラダ, 煮込みハンバーグ, 1150.00
国分寺支店, 2023-10-09 07:30:12, 5, M3489191249112446, 白米 大, 豚汁, ワカメのサラダ, 煮込みハンバーグ, 1350.00
国分寺支店, 2023-10-09 08:39:26, 1, M8450998406609841, 白米 小, コンソメスープ, ワカメのサラダ, 豚の生姜焼き, 1050.00
国分寺支店, 2023-10-09 09:11:39, 10, M9381581091106318, 白米 小, 豚汁, ほうれん草のごま和え, 煮込みハンバーグ, 1150.00
国分寺支店, 2023-10-09 14:18:49, 7, M1729158841742835, 白米 小, 豚汁, チキンのサラダ, 煮込みハンバーグ, 1350.00
国分寺支店, 2023-10-09 14:22:02, 4, M6691192990110146, 白米 大, 豆腐の味噌汁, ほうれん草のごま和え, 煮込みハンバーグ, 1150.00
国分寺支店, 2023-10-09 17:46:06, 2, M9401689572920389, 白米 中, 豚汁, ワカメのサラダ, 鯖の塩焼き, 1300.00
国分寺支店, 2023-10-09 21:57:52, 9, M9401689572920389, 白米 中, 豆腐の味噌汁, チキンのサラダ, 鯖の塩焼き, 1300.00
国分寺支店, 2023-10-10 04:37:00, 2, M1411197063930241, 白米 小, 豚汁, ほうれん草のごま和え, 煮込みハンバーグ, 1150.00
国分寺支店, 2023-10-10 13:03:21, 1, M6465895127921518, 白米 中, 豆腐の味噌汁, チキンのサラダ, 煮込みハンバーグ, 1300.00
国分寺支店, 2023-10-10 22:41:06, 3, M8328439552959735, 白米 小, コンソメスープ, ほうれん草のごま和え, 煮込みハンバーグ, 1050.00
国分寺支店, 2023-10-11 07:38:19, 1, M6528764768399159, 白米 小, 豆腐の味噌汁, チキンのサラダ, 豚の生姜焼き, 1150.00
国分寺支店, 2023-10-12 04:59:31, 6, M6914664961212078, 白米 小, 豆腐の味噌汁, チキンのサラダ, 煮込みハンバーグ, 1250.00
国分寺支店, 2023-10-12 06:56:14, 1, M7164647937961898, 白米 大, 豚汁, ほうれん草のごま和え, 煮込みハンバーグ, 1250.00
国分寺支店, 2023-10-12 12:46:20, 2, M6638017527164450, 白米 大, 豆腐の味噌汁, ほうれん草のごま和え, 豚の生姜焼き, 1050.00
国分寺支店, 2023-10-12 16:01:34, 5, M6465895127921518, 白米 中, コンソメスープ, チキンのサラダ, 豚の生姜焼き, 1200.00
国分寺支店, 2023-10-12 18:35:43, 3, M5167605488367166, 白米 中, 豆腐の味噌汁, ワカメのサラダ, 鯖の塩焼き, 1200.00
国分寺支店, 2023-10-12 21:37:35, 4, M1369199066252452, 白米 中, 豚汁, チキンのサラダ, 鯖の塩焼き, 1400.00
国分寺支店, 2023-10-13 06:11:37, 2, S0000000000000002, 白米 小, 豆腐の味噌汁, ワカメのサラダ, 豚の生姜焼き, 1050.00
国分寺支店, 2023-10-13 20:17:42, 1, M1829498371518666, 白米 大, コンソメスープ, ほうれん草のごま和え, 煮込みハンバーグ, 1150.00
国分寺支店, 2023-10-14 00:02:28, 6, M7445163706159458, 白米 大, 豆腐の味噌汁, ワカメのサラダ, 煮込みハンバーグ, 1250.00
国分寺支店, 2023-10-14 00:08:45, 5, M4156018433615288, 白米 大, 豆腐の味噌汁, ほうれん草のごま和え, 鯖の塩焼き, 1150.00
国分寺支店, 2023-10-14 00:13:54, 8, M7430233742301789, 白米 大, コンソメスープ, チキンのサラダ, 鯖の塩焼き, 1350.00
国分寺支店, 2023-10-14 06:32:41, 2, M3522554363118339, 白米 中, 豚汁, ほうれん草のごま和え, 煮込みハンバーグ, 1200.00
国分寺支店, 2023-10-14 17:12:18, 3, M9717017308442137, 白米 大, 豚汁, ワカメのサラダ, 豚の生姜焼き, 1250.00
国分寺支店, 2023-10-14 19:10:08, 4, M0043036203350933, 白米 小, 豆腐の味噌汁, ほうれん草のごま和え, 煮込みハンバーグ, 1050.00
国分寺支店, 2023-10-14 20:07:24, 1, M6691192990110146, 白米 中, 豆腐の味噌汁, ワカメのサラダ, 豚の生姜焼き, 1100.00
国分寺支店, 2023-10-14 20:20:07, 7, M6946100159144972, 白米 中, コンソメスープ, ワカメのサラダ, 鯖の塩焼き, 1200.00
国分寺支店, 2023-10-15 07:57:43, 1, M9381581091106318, 白米 小, 豚汁, チキンのサラダ, 豚の生姜焼き, 1250.00
国分寺支店, 2023-10-15 10:31:42, 3, M0043036203350933, 白米 大, 豚汁, ほうれん草のごま和え, 煮込みハンバーグ, 1250.00
国分寺支店, 2023-10-15 12:47:29, 2, M4645952510156222, 白米 大, コンソメスープ, ほうれん草のごま和え, 鯖の塩焼き, 1150.00
国分寺支店, 2023-10-16 02:55:48, 2, M4777048940070841, 白米 大, 豆腐の味噌汁, ほうれん草のごま和え, 鯖の塩焼き, 1150.00
国分寺支店, 2023-10-16 04:37:37, 6, M9930629525646188, 白米 中, 豆腐の味噌汁, ほうれん草のごま和え, 豚の生姜焼き, 1000.00
国分寺支店, 2023-10-16 15:35:33, 7, M6691192990110146, 白米 小, 豚汁, ワカメのサラダ, 煮込みハンバーグ, 1250.00
国分寺支店, 2023-10-16 15:39:41, 4, M6826841501887810, 白米 中, 豆腐の味噌汁, チキンのサラダ, 鯖の塩焼き, 1300.00
国分寺支店, 2023-10-16 19:25:12, 5, M3764404782998205, 白米 大, 豆腐の味噌汁, ほうれん草のごま和え, 豚の生姜焼き, 1050.00
国分寺支店, 2023-10-16 20:03:45, 3, M3522554363118339, 白米 小, 豚汁, チキンのサラダ, 煮込みハンバーグ, 1350.00
国分寺支店, 2023-10-16 23:01:43, 1, M2785702558166011, 白米 小, 豆腐の味噌汁, チキンのサラダ, 煮込みハンバーグ, 1250.00
国分寺支店, 2023-10-17 06:58:50, 3, M1729158841742835, 白米 小, 豆腐の味噌汁, ワカメのサラダ, 鯖の塩焼き, 1150.00
国分寺支店, 2023-10-17 08:41:19, 4, M1729158841742835, 白米 中, 豚汁, ワカメのサラダ, 豚の生姜焼き, 1200.00
国分寺支店, 2023-10-17 10:25:54, 2, M7437876502906606, 白米 小, 豆腐の味噌汁, ワカメのサラダ, 煮込みハンバーグ, 1150.00
国分寺支店, 2023-10-17 23:03:32, 1, M0714965327808581, 白米 小, コンソメスープ, ワカメのサラダ, 鯖の塩焼き, 1150.00
国分寺支店, 2023-10-18 16:10:01, 1, M7164647937961898, 白米 小, コンソメスープ, ほうれん草のごま和え, 煮込みハンバーグ, 1050.00
国分寺支店, 2023-10-18 17:21:59, 2, M0959979499165585, 白米 大, 豚汁, ほうれん草のごま和え, 豚の生姜焼き, 1150.00
国分寺支店, 2023-10-18 18:09:16, 3, M1642087007258808, 白米 小, 豆腐の味噌汁, ワカメのサラダ, 煮込みハンバーグ, 1150.00
国分寺支店, 2023-10-19 05:04:34, 2, M4278949801966343, 白米 小, 豆腐の味噌汁, ワカメのサラダ, 鯖の塩焼き, 1150.00
国分寺支店, 2023-10-19 09:56:51, 4, M1525342523725107, 白米 中, 豚汁, チキンのサラダ, 鯖の塩焼き, 1400.00
国分寺支店, 2023-10-19 12:10:42, 3, M7164647937961898, 白米 大, 豆腐の味噌汁, ワカメのサラダ, 鯖の塩焼き, 1250.00
国分寺支店, 2023-10-19 21:53:33, 5, M9989143822773005, 白米 小, コンソメスープ, チキンのサラダ, 鯖の塩焼き, 1250.00
国分寺支店, 2023-10-19 23:00:10, 1, M5817770820243514, 白米 大, コンソメスープ, チキンのサラダ, 鯖の塩焼き, 1350.00
国分寺支店, 2023-10-20 03:37:21, 2, M1411197063930241, 白米 小, 豚汁, ワカメのサラダ, 煮込みハンバーグ, 1250.00
国分寺支店, 2023-10-20 05:10:42, 7, M9989143822773005, 白米 中, 豚汁, ほうれん草のごま和え, 煮込みハンバーグ, 1200.00
国分寺支店, 2023-10-20 06:15:33, 3, M4156018433615288, 白米 中, 豚汁, ほうれん草のごま和え, 鯖の塩焼き, 1200.00
国分寺支店, 2023-10-20 08:09:44, 5, M8144139671491198, 白米 小, 豚汁, ほうれん草のごま和え, 煮込みハンバーグ, 1150.00
国分寺支店, 2023-10-20 09:42:30, 1, M6228272594003321, 白米 大, 豚汁, チキンのサラダ, 豚の生姜焼き, 1350.00
国分寺支店, 2023-10-20 12:34:33, 4, S0000000000000002, 白米 中, 豆腐の味噌汁, チキンのサラダ, 煮込みハンバーグ, 1300.00
国分寺支店, 2023-10-20 16:19:29, 6, M5980822666877486, 白米 小, 豚汁, チキンのサラダ, 煮込みハンバーグ, 1350.00
国分寺支店, 2023-10-21 01:56:47, 2, M3764404782998205, 白米 小, コンソメスープ, ほうれん草のごま和え, 豚の生姜焼き, 950.00
国分寺支店, 2023-10-21 22:01:37, 1, M8450998406609841, 白米 中, コンソメスープ, チキンのサラダ, 豚の生姜焼き, 1200.00
国分寺支店, 2023-10-22 00:29:34, 5, M4568983376934970, 白米 大, コンソメスープ, ワカメのサラダ, 鯖の塩焼き, 1250.00
国分寺支店, 2023-10-22 01:49:10, 3, M0514976918844333, 白米 大, 豚汁, チキンのサラダ, 煮込みハンバーグ, 1450.00
国分寺支店, 2023-10-22 07:23:43, 2, S0000000000000003, 白米 中, コンソメスープ, チキンのサラダ, 煮込みハンバーグ, 1300.00
国分寺支店, 2023-10-22 21:25:33, 1, M3674708608484289, 白米 中, 豚汁, ワカメのサラダ, 鯖の塩焼き, 1300.00
国分寺支店, 2023-10-22 23:41:59, 4, M6465895127921518, 白米 中, 豆腐の味噌汁, チキンのサラダ, 豚の生姜焼き, 1200.00
国分寺支店, 2023-10-23 04:49:44, 8, M6737226886016355, 白米 小, 豚汁, チキンのサラダ, 鯖の塩焼き, 1350.00
国分寺支店, 2023-10-23 08:16:19, 5, M1180997975551701, 白米 大, 豆腐の味噌汁, ほうれん草のごま和え, 豚の生姜焼き, 1050.00
国分寺支店, 2023-10-23 11:50:44, 6, M3522554363118339, 白米 小, 豆腐の味噌汁, ワカメのサラダ, 鯖の塩焼き, 1150.00
国分寺支店, 2023-10-23 12:28:55, 7, M9717017308442137, 白米 小, 豆腐の味噌汁, ワカメのサラダ, 豚の生姜焼き, 1050.00
国分寺支店, 2023-10-23 16:17:40, 4, M2998083860683956, 白米 小, 豆腐の味噌汁, チキンのサラダ, 豚の生姜焼き, 1150.00
国分寺支店, 2023-10-23 17:08:19, 1, M9366523864385044, 白米 中, コンソメスープ, チキンのサラダ, 鯖の塩焼き, 1300.00
国分寺支店, 2023-10-23 21:06:41, 2, M5980822666877486, 白米 中, 豚汁, ほうれん草のごま和え, 鯖の塩焼き, 1200.00
国分寺支店, 2023-10-23 21:22:39, 3, M5980822666877486, 白米 中, コンソメスープ, ほうれん草のごま和え, 豚の生姜焼き, 1000.00
国分寺支店, 2023-10-24 06:16:01, 1, M9930629525646188, 白米 大, 豚汁, チキンのサラダ, 鯖の塩焼き, 1450.00
国分寺支店, 2023-10-24 17:53:10, 2, M1729158841742835, 白米 大, 豚汁, ワカメのサラダ, 鯖の塩焼き, 1350.00
